24Hours,Year,JulianDay,Time,Air Temp(¡É),RH(%),Wind Dir(Deg),Wind Spd<m/s),Gust(m/s),GustTime,Solar Rad(W/§³),Pressure(hPa),Visibility(km),Rain(mm)
100,2010,59,1900,9,66.66,42.5,12.52,1.825,1858,3.145,1018,13.21,0
100,2010,59,2000,7.48,73.9,67.02,5.784,1.05,1901,0.044,1019,13.05,0
100,2010,59,2100,6.854,74.4,5.998,8.15,0.737,2026,0.01,1018,12.95,0
100,2010,59,2200,6.369,77.9,349,4.198,0.912,2140,0.007,1018,12.86,0
100,2010,59,2300,6.088,79.6,5.37,13.74,1,2253,0.003,1019,12.8,0
100,2010,59,2400,5.977,79.4,22.14,18.86,1.125,2305,0,1018,12.78,0
100,2010,60,100,5.928,79.8,333.1,17.92,1.237,52,0,1018,12.76,0
100,2010,60,200,6.123,79,193.2,65.61,0.875,123,0,1016,12.74,0
100,2010,60,300,6.228,78.8,27.76,30.32,1.587,230,0.003,1015,12.74,0.1
100,2010,60,400,5.284,88.5,34.92,30.42,1.3,329,0.007,1013,12.72,1.2
100,2010,60,500,5.073,92.6,327.5,17.38,1.412,407,0.003,1013,12.71,2
100,2010,60,600,4.939,94.2,323.6,20.45,2.512,554,0.003,1012,12.7,2.2
100,2010,60,700,5.056,94.8,324.2,15.28,2.775,610,0,1013,12.68,3.5
100,2010,60,800,5.199,95.1,315.5,19.85,2.8,758,1.158,1013,12.67,3.7
100,2010,60,900,5.194,95,317.7,19.03,3.075,840,6.493,1012,12.65,1.5
100,2010,60,1000,5.076,95,312.5,13.34,2.65,902,12.06,1013,12.63,2.3
100,2010,60,1100,4.827,95.3,320.5,21.95,2.825,1041,23.15,1012,12.62,2.4
100,2010,60,1200,4.362,95.1,324.1,29.2,3.525,1130,44.18,1012,12.62,2.4
100,2010,60,1300,3.753,94.5,324.4,27.96,3,1254,55.73,1012,12.75,1
100,2010,60,1400,3.483,94.7,328.4,34.03,2.775,1333,21.3,1012,12.9,0.4
100,2010,60,1500,3.398,94.1,315.8,31.17,2.95,1415,38.24,1012,12.84,0.3
100,2010,60,1600,3.295,94.6,315.5,24.9,2.525,1530,34.79,1012,12.73,0.2
100,2010,60,1700,3.17,95,322.9,25.3,2.3,1604,26.35,1013,12.65,0.2
100,2010,60,1800,3.004,94.9,322.6,21.81,2.825,1734,12.71,1015,12.6,0.2
100,2010,60,1900,2.712,94.6,318.7,34.39,2.775,1838,0.648,1015,12.58,0
100,2010,60,2000,2.77,92.8,313,20.63,1.637,1917,0,1017,12.57,0
100,2010,60,2100,2.826,92.1,318.8,1.874,0.462,2003,0,1017,12.57,0
100,2010,60,2200,2.876,92.1,0,0,0,2101,0,1017,12.56,0
100,2010,60,2300,2.845,91.8,0,0,0,2201,0,1017,12.56,0
100,2010,60,2400,2.939,87.4,0,0,0,2301,0,1016,12.56,0
100,2010,61,100,2.801,89.6,0,0,0,1,0,1015,12.55,0
100,2010,61,200,2.841,88.7,281.5,1.57,0.625,157,0,1016,12.55,0
100,2010,61,300,3.171,83.1,0,0,0,201,0,1016,12.55,0
100,2010,61,400,3.615,78.7,160.9,8.55,0.8,320,0,1015,12.55,0
100,2010,61,500,3.633,79.3,0,0,0,401,0,1015,12.55,0
100,2010,61,600,3.44,82.9,111,2.806,1.012,510,0,1016,12.56,0
100,2010,61,700,2.959,89.2,0,0,0,601,0.081,1016,12.56,0.1
100,2010,61,800,2.699,93.5,178.7,4.816,0.837,757,12.57,1016,12.56,0.1
100,2010,61,900,3.115,94.3,220.3,16.1,1.8,836,47.88,1016,12.56,0
100,2010,61,1000,3.555,92.2,0,0,0,901,43.97,1017,12.6,0
100,2010,61,1100,3.959,90.1,211.7,20.37,1.712,1014,69.86,1018,12.59,0
100,2010,61,1200,4.169,92.9,0,0,0,1101,110,1016,13.24,0
100,2010,61,1300,4.816,91.2,0,0,0,1201,132.5,1017,13.6,0
100,2010,61,1400,4.989,89.4,291.1,26.15,2.7,1358,78.8,1016,13.5,0
100,2010,61,1500,5.155,88.4,243.8,15.14,1.912,1423,43.4,1016,13.23,0
100,2010,61,1600,4.891,88.3,335.4,11.23,2.637,1545,32.95,1017,13.07,0
100,2010,61,1700,4.785,81.8,335.5,27.25,3.837,1644,26.76,1017,12.96,0
100,2010,61,1800,4.179,77.5,335,35.11,3.137,1800,24.79,1018,12.88,0
100,2010,61,1900,3.396,77.8,329.6,31.49,4.712,1847,2.793,1019,12.83,0
100,2010,61,2000,2.939,76.2,329.9,21.9,4,1938,0,1020,12.79,0
100,2010,61,2100,2.707,73.8,325.9,25.67,4.15,2040,0,1021,12.76,0
100,2010,61,2200,2.455,74.6,316.7,16.04,1.562,2110,0,1021,12.74,0
100,2010,61,2300,2.121,77.1,353.3,14.55,1.1,2201,0,1021,12.71,0
100,2010,61,2400,1.519,80.2,277,9.26,1.275,2319,0,1022,12.69,0
100,2010,62,100,0.897,82.9,0,0,0,1,0,1022,12.66,0
100,2010,62,200,0.114,84.9,0,0,0,101,0,1023,12.64,0
100,2010,62,300,-0.671,89.8,0,0,0,201,0,1023,12.61,0
100,2010,62,400,-0.805,91.6,0,0,0,301,0,1023,12.58,0
100,2010,62,500,-0.891,92.9,0,0,0,401,0,1023,12.56,0
100,2010,62,600,-1.383,92.7,0,0,0,501,0.03,1024,12.55,0
100,2010,62,700,-1.732,94.8,0,0,0,601,0.282,1024,12.54,0
100,2010,62,800,-2.198,95.6,0,0,0,701,28.78,1024,12.53,0
100,2010,62,900,-0.746,94.9,0,0,0,801,161,1024,13.66,0
100,2010,62,1000,1.054,84.1,328.3,13.05,1.775,959,296,1025,14.14,0
100,2010,62,1100,2.74,74.2,18.93,10.95,2.387,1018,495.7,1025,14.04,0
100,2010,62,1200,5.033,65.19,340.7,32.68,2.662,1116,634.3,1024,13.95,0.1
100,2010,62,1300,7.23,57.73,331.1,36.11,3.362,1204,685.8,1023,13.89,0
100,2010,62,1400,9.43,48.89,329.6,39.55,3.437,1345,689.6,1022,13.83,0
100,2010,62,1500,11.05,38.86,333.6,49.83,3.112,1459,601.3,1022,13.76,0
100,2010,62,1600,12.03,31.97,50.28,66.05,3.425,1600,418.4,1022,13.73,0
100,2010,62,1700,11.01,33.42,186.7,49.83,4.175,1652,203.8,1022,13.73,0
100,2010,62,1800,9.66,40.72,192.1,47.15,3.587,1715,67.39,1022,13.38,0
100,2010,62,1900,8.87,45.86,211.7,66.83,1.425,1802,3.048,1022,13.17,0
100,2010,62,2000,8.39,48.01,209,76.4,2.2,1959,0.037,1023,13.03,0
100,2010,62,2100,7.6,50.59,179.2,57.58,3.125,2045,0.027,1022,12.92,0
100,2010,62,2200,6.739,54.75,174.5,53.66,4.012,2114,0.04,1022,12.86,0
100,2010,62,2300,6.127,58.18,202.7,72.9,3.275,2226,0.007,1022,12.81,0
100,2010,62,2400,5.731,61.12,228.1,67.34,2.887,2353,0.017,1021,12.78,0
100,2010,63,100,5.651,61.55,185.5,52.61,2.35,17,0.01,1022,12.76,0
100,2010,63,200,5.523,62.93,261.2,69.77,1.85,154,0.01,1022,12.75,0
100,2010,63,300,5.371,64.39,98.2,64.02,1.987,258,0,1021,12.74,0
100,2010,63,400,5.181,65.83,289.2,43.29,1.937,331,0,1020,12.73,0
100,2010,63,500,4.7,69.8,315.2,36.54,0.712,404,0.007,1019,12.72,0
100,2010,63,600,4.283,73.5,313,7.45,1.375,540,0,1019,12.7,0
100,2010,63,700,4.203,74.3,341.9,17.77,1.25,651,0.131,1017,12.69,0
100,2010,63,800,4.302,74.8,3.937,18.21,1.15,722,18.78,1017,12.69,0
100,2010,63,900,4.816,75.1,330.2,7.84,1.1,853,46.26,1015,12.68,0
100,2010,63,1000,5.835,76.3,321.8,35.8,1.887,920,54.22,1015,12.86,0
100,2010,63,1100,6.556,73.4,3.091,76,2.362,1018,70.5,1014,13,0
100,2010,63,1200,6.739,75.1,22.17,65.2,2.137,1111,68.93,1014,13.25,0.2
100,2010,63,1300,6.411,83.7,326.9,17.64,1.275,1233,70.5,1013,13.28,0.2
100,2010,63,1400,6.104,90.5,338.4,30.27,1.575,1349,72.9,1013,13.43,0.3
100,2010,63,1500,6.047,92.6,332.4,29.82,2.4,1452,77.9,1012,13.31,0.4
100,2010,63,1600,6.356,91.4,329.2,29.29,2.325,1520,82.9,1012,13.35,0.1
100,2010,63,1700,6.472,88,324.7,31.13,2.05,1629,64.82,1012,13.33,0
100,2010,63,1800,6.384,86.7,353.7,21.54,1.2,1719,18.2,1013,13.18,0
100,2010,63,1900,5.773,91.2,336.4,18.1,1.312,1818,2.656,1014,13.03,0.1
100,2010,63,2000,5.479,93.6,333.6,16.92,1.275,1941,0,1014,12.93,0
100,2010,63,2100,5.412,94.3,320.9,11.39,1.437,2008,0,1014,12.84,0.1
100,2010,63,2200,5.418,94.5,0,0,0,2101,0,1015,12.8,0
100,2010,63,2300,5.262,94.7,0,0,0,2201,0,1015,12.76,0
100,2010,63,2400,5.317,94.8,40.42,2.99,0.237,2343,0.003,1015,12.74,0
100,2010,64,100,5.294,94.8,330.4,1.327,0.687,29,0,1016,12.71,0
100,2010,64,200,5.28,94.7,0,0,0,101,0.003,1016,12.69,0
100,2010,64,300,5.282,94.5,322.6,3.149,0.475,221,0.007,1017,12.67,0
100,2010,64,400,5.242,94,0,0,0,301,0,1017,12.66,0
100,2010,64,500,5.203,94.1,0,0,0,401,0,1017,12.64,0
100,2010,64,600,5.286,94,0,0,0,501,0.01,1018,12.64,0
100,2010,64,700,5.269,93.7,0,0,0,601,0.071,1018,12.63,0
100,2010,64,800,5.229,94.3,0,0,0,701,3.985,1018,12.63,0.2
100,2010,64,900,5.225,94.7,335.8,5.223,0.587,829,23.88,1018,12.62,0.1
100,2010,64,1000,5.333,95,329.5,16.06,1.887,946,52.8,1019,12.62,0
100,2010,64,1100,5.563,94.4,332.4,22.32,1.862,1002,65.41,1019,12.97,0
100,2010,64,1200,5.942,90.4,348.6,27.01,2.5,1143,102.1,1019,13.17,0
100,2010,64,1300,6.787,85.3,350.9,39.02,1.6,1248,227.6,1019,13.95,0
100,2010,64,1400,7.42,79.2,325.1,32.58,1.462,1358,154.9,1018,13.92,0
100,2010,64,1500,7.89,75.7,329.7,35.16,2.175,1449,137.9,1017,13.91,0
100,2010,64,1600,8.21,75,335.3,25.51,1.737,1521,88.2,1018,13.46,0
100,2010,64,1700,8.09,76.6,329.9,18.53,2.262,1633,39.34,1018,13.23,0
100,2010,64,1800,7.71,79.4,21.03,31.12,0.875,1758,10.86,1018,13.08,0
100,2010,64,1900,6.801,80.7,15.12,44.81,2.037,1843,0.524,1018,12.96,0.8
100,2010,64,2000,5.604,90.4,334.1,20.72,2.162,1936,0.013,1020,12.87,3.4
100,2010,64,2100,4.993,92.3,226,39.54,1.075,2035,0,1021,12.82,1.3
100,2010,64,2200,4.592,92.9,337.5,15.14,1.475,2109,0.013,1021,12.78,0.1
100,2010,64,2300,4.433,93.8,0,0,0,2201,0,1021,12.76,0.3
100,2010,64,2400,4.348,94.6,0,0,0,2301,0.007,1020,12.74,0.2
100,2010,65,100,4.331,95,355.4,11.19,0.55,100,0,1020,12.72,0
100,2010,65,200,4.305,95.2,346.4,8.55,0.662,108,0,1020,12.7,0
100,2010,65,300,3.962,94.7,52.02,19.84,1.087,206,0.01,1021,12.68,0
100,2010,65,400,3.818,93.4,7.36,30.58,1.675,347,0,1020,12.66,0
100,2010,65,500,3.34,92.3,43.17,14.19,0.7,407,0,1021,12.63,0
100,2010,65,600,3.065,92.7,30.92,3.15,0.312,513,0,1021,12.61,0.2
100,2010,65,700,2.777,93.9,6.531,4.122,1.125,641,0.154,1021,12.59,0.2
100,2010,65,800,2.587,93.9,0,0,0,701,16.69,1021,12.59,0
100,2010,65,900,2.968,93.7,5.817,21.7,0.587,855,48.65,1021,12.59,0
100,2010,65,1000,3.666,89.6,357.7,27.09,1.725,921,107.7,1021,12.84,0
100,2010,65,1100,5.196,85.9,352.5,33.34,2.125,1059,194.4,1022,14.02,0
100,2010,65,1200,6.844,79.9,343.4,40.68,2.275,1133,188.1,1022,13.97,0
100,2010,65,1300,7.27,78.3,341,20.06,1.637,1217,81.2,1022,13.5,0
100,2010,65,1400,7.68,75,333.3,29.41,1.487,1325,99.3,1021,13.59,0
100,2010,65,1500,7.71,74.1,330,23.04,1.862,1429,81.7,1021,13.62,0
100,2010,65,1600,7.51,75.3,322,35.07,1.075,1503,51.5,1021,13.31,0
100,2010,65,1700,7.45,74.6,328.9,31.95,0.875,1645,34.54,1022,13.13,0
100,2010,65,1800,7.09,75.1,174.9,22.57,2.25,1759,15.22,1022,13,0
100,2010,65,1900,6.443,74.7,178.2,21.39,1.4,1823,0.833,1023,12.91,0
100,2010,65,2000,5.953,73.1,140.8,23.94,1.15,1937,0.01,1023,12.84,0
100,2010,65,2100,5.56,72.5,167.5,24.25,1.975,2009,0.01,1024,12.8,0
100,2010,65,2200,5.236,70.8,162.3,24.13,2.475,2131,0.003,1024,12.77,0
100,2010,65,2300,4.833,70.7,156.3,28.04,1.725,2206,0.003,1025,12.75,0
100,2010,65,2400,4.553,71.9,0,0,0,2301,0.003,1026,12.73,0
100,2010,66,100,4.293,71.3,0,0,0,1,0,1026,12.71,0
100,2010,66,200,3.904,72.1,0,0,0,101,0.003,1026,12.69,0
100,2010,66,300,3.743,72.8,0,0,0,201,0,1025,12.67,0
100,2010,66,400,3.515,74,0,0,0,301,0.003,1025,12.64,0
100,2010,66,500,3.204,75.4,0,0,0,401,0,1025,12.62,0
100,2010,66,600,2.973,77,0,0,0,501,0,1025,12.59,0
100,2010,66,700,2.618,77.6,0,0,0,601,0.322,1025,12.58,0
100,2010,66,800,3.106,74,190,14.56,1.162,739,24.82,1027,12.57,0
100,2010,66,900,3.766,69.78,187.4,44.87,2,854,100,1027,12.66,0
100,2010,66,1000,4.722,64.35,66.71,84.9,2.762,945,264.6,1027,14.01,0
100,2010,66,1100,4.959,63.05,242.3,86.8,2.575,1018,169,1027,13.99,0
100,2010,66,1200,4.81,62.83,203.6,54.48,3.725,1110,154.7,1027,13.98,0
100,2010,66,1300,5.393,59.48,78.5,84.2,2.7,1259,293.7,1026,13.94,0
100,2010,66,1400,5.908,55.34,294.7,83.3,2.55,1306,220.5,1026,13.93,0
100,2010,66,1500,6.177,54.13,340.6,57.11,2.575,1444,178.8,1026,13.92,0
100,2010,66,1600,6.769,52.48,182.7,75.5,4.075,1557,335,1026,13.89,0
100,2010,66,1700,6.64,52.23,193.9,47.3,5,1610,245.8,1026,13.89,0
100,2010,66,1800,6.376,51.64,179.4,47.85,4.05,1701,61.46,1026,13.42,0
100,2010,66,1900,5.098,56.14,159.1,37.45,2.25,1823,6.067,1027,13.23,0
100,2010,66,2000,4.267,58.79,186,39.8,2.362,1931,0.003,1028,13.08,0
100,2010,66,2100,3.232,63.17,171.4,20.55,1.475,2039,0,1029,12.96,0
100,2010,66,2200,3.078,61.53,291.8,31.27,1.525,2156,0,1030,12.87,0
100,2010,66,2300,2.737,58.35,321.1,35.93,1.625,2220,0,1030,12.81,0
100,2010,66,2400,1.839,58.96,336,6.68,0.887,2325,0,1030,12.77,0
100,2010,67,100,0.965,60.94,0,0,0,1,0,1031,12.73,0
100,2010,67,200,0.506,62.84,0,0,0,101,0,1032,12.72,0
100,2010,67,300,0.004,65.93,0,0,0,201,0,1032,12.69,0
100,2010,67,400,-1.296,76.2,181.4,0,0.325,307,0,1031,12.68,0
100,2010,67,500,-1.355,75.6,0,0,0,401,0,1030,12.66,0
100,2010,67,600,-1.548,77,0,0,0,501,0,1030,12.64,0
100,2010,67,700,-1.376,77.7,0,0,0,601,1.297,1031,12.62,0
100,2010,67,800,-0.972,77.4,6.984,5.617,0.812,746,31.08,1032,12.61,0
100,2010,67,900,0.674,73.1,15.56,23.31,0.8,850,204.7,1033,13.06,0
100,2010,67,1000,3.394,59.72,322.6,74.6,3.25,945,397.7,1031,14.06,0
100,2010,67,1100,5.421,46.45,218.3,78.6,4.7,1029,569.1,1031,13.95,0
100,2010,67,1200,6.748,39.78,167.2,86.6,5.912,1137,680.9,1031,13.91,0
100,2010,67,1300,6.944,41.71,206.3,75.3,5.45,1218,629.5,1031,13.87,0
100,2010,67,1400,6.742,43.22,198,76.8,4.8,1337,416.6,1030,13.86,0
100,2010,67,1500,6.84,43.2,123.6,88.4,2.825,1409,294.4,1030,13.86,0
100,2010,67,1600,6.429,44.56,231.8,91.1,2.987,1558,122.3,1029,13.56,0
100,2010,67,1700,5.816,47.81,125.1,85.3,2.662,1601,135.6,1029,13.89,0
100,2010,67,1800,5.564,48.53,281.1,89.6,2.662,1723,111.8,1029,13.65,0
100,2010,67,1900,4.457,53.59,272.9,47.59,2.312,1834,5.812,1030,13.37,0
100,2010,67,2000,3.68,56.06,301.3,63.06,1.375,1907,0.003,1030,13.2,0
100,2010,67,2100,3.216,56.54,236.7,70.7,1.337,2055,0,1030,13.07,0
100,2010,67,2200,3.102,55.8,359.2,62.55,1.712,2141,0,1030,12.96,0
100,2010,67,2300,2.856,56.56,46.26,29.95,0.462,2206,0.003,1030,12.87,0
100,2010,67,2400,2.611,55.61,52.94,46.21,1.225,2303,0,1030,12.8,0
100,2010,68,100,2.353,56.17,111.9,19.88,1.825,100,0,1030,12.77,0
100,2010,68,200,2.423,59.58,155.5,29.64,1.775,101,0,1029,12.75,0
100,2010,68,300,1.895,67.33,316.6,19.54,0.712,244,0,1029,12.73,0
100,2010,68,400,1.255,76.5,336,18.98,0.725,338,0,1028,12.71,0
100,2010,68,500,0.577,85.1,309.4,18.94,0.95,407,0,1027,12.69,0
100,2010,68,600,0.069,90.4,0,0,0,501,0,1027,12.67,0
100,2010,68,700,-0.346,92.6,0,0,0,601,0.413,1027,12.65,0
100,2010,68,800,-0.129,92.8,2.753,7.32,0.575,758,35.56,1027,12.64,0
100,2010,68,900,0.804,88.3,352.5,31.71,1.687,836,120.6,1027,13.69,0.1
100,2010,68,1000,1.689,80.9,343.8,41.42,2.9,940,193.8,1026,14.1,0
100,2010,68,1100,2.294,78.7,335.3,32.95,3,1042,279.5,1025,14.06,0
100,2010,68,1200,2.89,75.8,321.1,35.63,2.987,1110,236.2,1024,14.03,0
100,2010,68,1300,3.229,77.7,339.2,55.4,2.25,1217,214,1023,14.02,0
100,2010,68,1400,2.967,81.4,318.4,28.45,1.937,1304,138.3,1022,13.61,0.4
100,2010,68,1500,3.207,83.4,343,37.55,2.237,1444,257.4,1021,14.01,0.2
100,2010,68,1600,3.421,82.8,334.8,33.36,2.475,1506,125.2,1020,13.75,0.1
100,2010,68,1700,3.329,85.2,337.4,29.31,1.787,1656,71,1019,13.6,0.2
100,2010,68,1800,2.643,89.1,354.1,29.56,1.65,1711,16.62,1018,13.38,0.4
100,2010,68,1900,2.059,92.2,335.6,16.6,1.175,1825,1.35,1018,13.22,1.2
100,2010,68,2000,0.595,93.6,159.9,4.094,0.4,1949,0,1018,13.09,0.1
100,2010,68,2100,0.144,95.4,182.8,7.61,0.512,2006,0,1018,12.98,0
100,2010,68,2200,-0.085,96.3,324.5,36,1.65,2200,0,1018,12.87,0
100,2010,68,2300,-1.446,96.9,338,11.47,1.575,2201,0,1019,12.8,0
100,2010,68,2400,-2.248,97.1,0,0,0,2301,0,1019,12.75,0
100,2010,69,100,-2.54,97,0,0,0,1,0,1019,12.72,0
100,2010,69,200,-3.02,96.8,0,0,0,101,0,1018,12.7,0
100,2010,69,300,-3.117,96.7,0,0,0,201,0,1018,12.68,0
100,2010,69,400,-3.501,96.4,0,0,0,301,0,1018,12.65,0
100,2010,69,500,-3.437,96.3,0,0,0,401,0,1017,12.62,0
100,2010,69,600,-3.792,96.3,0,0,0,501,0,1017,12.59,0
100,2010,69,700,-3.878,96.1,0,0,0,601,0.097,1017,12.58,0
100,2010,69,800,-3.56,96.3,0,0,0,701,6.215,1018,12.56,0
100,2010,69,900,-2.806,96.6,0,0,0,801,18.61,1019,12.56,0
100,2010,69,1000,-2.359,96.9,0,0,0,901,36.26,1020,12.56,0
100,2010,69,1100,-1.359,96.9,0,0,0,1001,73.9,1020,12.56,0
100,2010,69,1200,-0.744,96.3,218.9,29.62,3.612,1155,124.8,1020,14.12,0
100,2010,69,1300,-0.647,93,225.5,28.64,3.375,1240,107.6,1020,14.1,2.6
100,2010,69,1400,-0.619,85.2,263.3,53.26,3.2,1354,74,1020,14.12,2.4
100,2010,69,1500,-0.309,81.6,239.2,42.95,4.05,1401,75.5,1020,14.12,2.7
100,2010,69,1600,-0.154,81.5,233.1,26.54,3.25,1517,54.27,1021,13.95,1.1
100,2010,69,1700,-0.238,82.2,297.9,24.61,2.112,1700,23.89,1021,13.54,0.6
100,2010,69,1800,-0.17,84.1,245.7,27.95,1.612,1735,17.64,1022,13.48,0.3
100,2010,69,1900,-0.447,86.7,245.2,10.27,2.462,1803,1.508,1023,13.3,0.1
100,2010,69,2000,-0.576,89.5,0,0,0,1901,0,1023,13.16,0
100,2010,69,2100,-0.604,90.9,0,0,0,2001,0,1024,13.04,0
100,2010,69,2200,-0.525,88.2,0,0,0,2101,0,1024,12.93,0
100,2010,69,2300,-0.553,86.3,0,0,0,2201,0,1025,12.84,0
100,2010,69,2400,-0.607,84.6,0,0,0,2301,0,1025,12.79,0
100,2010,70,100,-0.991,85.3,0,0,0,1,0,1025,12.75,0
100,2010,70,200,-1.958,89.2,0,0,0,101,0,1025,12.72,0
100,2010,70,300,-2.407,91.4,0,0,0,201,0.01,1026,12.7,0
100,2010,70,400,-3.252,93.2,0,0,0,301,0.04,1025,12.67,0
100,2010,70,500,-3.961,94.5,0,0,0,401,0.047,1025,12.64,0
100,2010,70,600,-4.607,95,0,0,0,501,0.044,1025,12.6,0
100,2010,70,700,-5.054,95.4,0,0,0,601,1.193,1025,12.57,0
100,2010,70,800,-4.863,95.4,0,0,0,701,24.56,1025,12.56,0
100,2010,70,900,-2.506,92.2,344.2,3.372,0.462,851,278,1026,13.96,0.1
100,2010,70,1000,-0.018,81.2,197.7,35.78,1.35,959,418.4,1026,14.18,0.6
100,2010,70,1100,1.478,73.4,222,38.7,1.587,1045,584.4,1026,14.11,1
100,2010,70,1200,3.138,64.17,199,35.96,3.987,1151,760,1026,14.08,1.9
100,2010,70,1300,3.981,58.04,220.8,39.11,4.725,1256,774,1025,14.05,0.8
100,2010,70,1400,4.59,56.85,210.8,34.18,4.75,1345,578.8,1025,14.05,0
100,2010,70,1500,5.23,55.92,203.3,38.18,4.237,1453,410.2,1023,14.03,0
100,2010,70,1600,6.338,50.89,211.3,39.22,4.95,1526,405.8,1023,13.97,0
100,2010,70,1700,6.63,49.47,202.5,28.99,4.737,1644,261.4,1023,13.95,0
100,2010,70,1800,6.47,49.07,200.6,25.96,4.712,1721,142.7,1022,13.68,0
100,2010,70,1900,5.261,52.16,210.9,36.24,3.775,1821,9.98,1023,13.39,0
100,2010,70,2000,4.356,54.23,253.5,22.79,1.375,1945,0.003,1023,13.23,0
100,2010,70,2100,2.65,64.6,199.2,0.01,0.337,2056,0.003,1022,13.1,0
100,2010,70,2200,1.806,72.3,97.1,0,0.237,2150,0,1022,12.98,0
100,2010,70,2300,1.764,74.4,0,0,0,2201,0,1022,12.87,0
100,2010,70,2400,2.234,73.1,158.8,6.711,0.662,2357,0,1021,12.81,0
100,2010,71,100,1.954,76.4,174.1,19.97,1.012,28,0,1021,12.77,0
100,2010,71,200,3.304,69.25,198.6,26.31,3.65,135,0,1021,12.75,0
100,2010,71,300,3.291,68.95,181.8,38.83,3.45,204,0,1020,12.73,0
100,2010,71,400,3.519,68.47,193.6,30.94,3.037,354,0,1019,12.71,0
100,2010,71,500,3.533,66.91,155.4,22.49,2.787,436,0.003,1018,12.69,0
100,2010,71,600,3.414,68.45,167.8,29.19,2.712,501,0,1018,12.67,0
100,2010,71,700,3.484,70.3,188.2,30.14,3.112,636,1.666,1017,12.65,0
100,2010,71,800,4.107,69.12,193.2,32.77,4.675,743,56.17,1017,12.63,0
100,2010,71,900,5.448,65.18,197,23.35,3.25,814,156,1017,13.86,0
100,2010,71,1000,7.55,59.78,197.6,29.03,6.212,949,327.9,1016,13.95,0
100,2010,71,1100,10.25,54.01,194,22.21,6.5,1008,566,1015,13.85,0
100,2010,71,1200,11.98,55.63,211.4,33.66,7.2,1129,309.8,1015,13.81,0
100,2010,71,1300,12.47,58.01,206.9,35.33,9.39,1215,79.3,1014,13.52,0
100,2010,71,1400,13.17,56.62,212.6,38.86,8.19,1316,76.3,1014,13.5,0
100,2010,71,1500,12.78,57.06,231.1,39.19,8.75,1437,59.38,1014,13.38,0
100,2010,71,1600,11.75,62.85,239.6,39.61,7.35,1520,69.76,1015,13.32,0
100,2010,71,1700,11.53,63.22,245.7,34.73,7.29,1621,143.5,1015,13.4,0
100,2010,71,1800,10.58,65.46,234.9,29.33,5.2,1706,46.23,1017,13.39,0
100,2010,71,1900,9.58,69.56,230.1,41.44,4.375,1843,3.38,1018,13.19,0
100,2010,71,2000,8.53,73.9,233.1,26.96,3.762,1958,0.057,1019,13.05,0
100,2010,71,2100,7.75,75.1,239.8,22.91,3.075,2005,0.027,1020,12.94,0
100,2010,71,2200,7.02,70.8,249.9,41.58,2.687,2149,0.03,1021,12.84,0
100,2010,71,2300,4.301,78.1,334.2,27.97,3.937,2207,0.017,1022,12.79,0
100,2010,71,2400,2.901,65.65,336.2,26.48,4.475,2330,0,1023,12.75,0
100,2010,72,100,2.22,59.1,346,38.01,3.537,56,0,1024,12.73,0
100,2010,72,200,1.871,55.17,340.8,42.96,3.075,112,0,1024,12.7,0
100,2010,72,300,1.522,55.23,331.1,44.48,3.35,213,0,1025,12.68,0
100,2010,72,400,1.278,52.54,343,29.69,1.762,319,0,1025,12.66,0
100,2010,72,500,1.05,45.07,312.8,27.18,1.7,402,0,1026,12.64,0
100,2010,72,600,0.744,49.75,346.2,23.49,1.325,510,0,1027,12.62,0
100,2010,72,700,0.451,51.36,117.8,7.4,1.05,621,0.672,1027,12.6,0
100,2010,72,800,0.53,54.21,6.639,16.32,1.55,755,41.96,1028,12.58,0
100,2010,72,900,1.193,50.28,321.7,24.3,3.425,858,169,1029,14.12,0
100,2010,72,1000,2.053,46.05,298.1,43.06,2.625,908,345.7,1029,14.06,0
100,2010,72,1100,3.254,33.18,331,47.41,3.387,1031,509.2,1029,13.98,0
100,2010,72,1200,4.389,27.79,331,41.71,3.712,1123,604.1,1028,13.94,0
100,2010,72,1300,5.493,27.02,327.6,46.83,3.837,1249,646.7,1028,13.89,0
100,2010,72,1400,6.752,25.69,311.7,29.61,3.85,1339,631.1,1027,13.85,0
100,2010,72,1500,8.15,23.74,322,65.54,3.05,1410,561.9,1026,13.8,0
100,2010,72,1600,9.14,23.84,329.8,65.24,3.212,1535,419.4,1026,13.78,0
100,2010,72,1700,9.32,23.75,320.4,51.83,3.3,1627,260.9,1026,13.78,0
100,2010,72,1800,8.76,23.71,316.7,21.5,2.925,1716,102.9,1026,13.54,0
100,2010,72,1900,7.38,27.55,334,26.9,2.062,1803,12.25,1026,13.3,0
100,2010,72,2000,5.893,35.38,36.14,22.22,1.362,1918,0.044,1027,13.14,0
100,2010,72,2100,4.463,41.4,53.35,23.09,0.787,2012,0.007,1027,13.02,0
100,2010,72,2200,3.374,43.87,172.9,29.12,1.462,2146,0,1027,12.9,0
100,2010,72,2300,2.854,50.5,43.18,10.3,1.237,2201,0,1027,12.82,0
100,2010,72,2400,1.631,58.37,41.48,0.033,0.425,2317,0,1027,12.77,0
100,2010,73,100,1.489,57.62,27.02,11.06,1.025,34,0,1027,12.73,0
100,2010,73,200,0.868,60.89,8.65,8.56,1.062,128,0,1027,12.71,0
100,2010,73,300,0.346,66.78,349.8,3.762,0.912,220,0,1027,12.69,0
